customer_id,gender,senior_citizen,partner,dependents,signup_date,tenure_months,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,churn,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,total_tickets,has_support_ticket,avg_satisfaction_score,avg_monthly_data_gb,avg_monthly_call_minutes,tenure_bucket,annual_revenue_at_risk,total_addons_subscribed,is_churned
9289-LBQVU,Male,0,Yes,No,29-03-2019,64,One year,Yes,Mailed check,70.15,4480.7,No,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,1,Yes,3,52.25833,597.58333,4+ Years,0,3,0
9290-SHCMB,Female,1,No,No,06-06-2023,13,Month-to-month,Yes,Electronic check,96.85,1235.55,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,2,Yes,2.5,78.39231,493.15385,1-2 Years,0,3,0
9294-TDIPC,Male,0,No,Yes,01-02-2024,5,Month-to-month,No,Mailed check,20.2,83.75,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,4,81.42,572.6,0-1 Year,0,0,0
9297-EONCV,Female,0,No,No,01-08-2018,72,Two year,Yes,Bank transfer (automatic),91.35,6697.2,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,1,Yes,2,88.45833,628.33333,4+ Years,0,6,0
9297-FVVDH,Female,0,Yes,Yes,25-10-2019,57,Two year,Yes,Electronic check,84.5,4845.4,No,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,2,Yes,2,72.45,580.04167,4+ Years,0,5,0
9298-WGMRW,Female,0,Yes,No,01-08-2018,72,Two year,Yes,Bank transfer (automatic),115.5,8312.75,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0,No,0,82.225,736.58333,4+ Years,0,6,0
9300-AGZNL,Male,1,No,No,31-05-2024,1,Month-to-month,Yes,Electronic check,94,94,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,3,Yes,4,82.8,431,0-1 Year,1128,2,1
9300-RENDD,Male,0,No,No,31-05-2024,1,Month-to-month,Yes,Electronic check,79.95,79.95,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,No,2,Yes,2.5,108.9,621,0-1 Year,959.4,1,1
9305-CDSKC,Female,0,No,No,03-11-2023,8,Month-to-month,Yes,Electronic check,99.65,820.5,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,1,Yes,2,75.075,613.75,0-1 Year,1195.8,3,1
9306-CPCBC,Female,0,No,No,01-04-2024,3,Month-to-month,Yes,Electronic check,74.25,210.3,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,4,Yes,3.25,49.53333,739.33333,0-1 Year,891,0,1
9308-ANMVE,Male,0,No,Yes,20-08-2020,47,Month-to-month,Yes,Electronic check,55.3,2654.05,No,Yes,No,DSL,Yes,Yes,No,No,No,No,3,Yes,4.3333,67.85833,607.29167,3-4 Years,0,2,0
9309-BZGNT,Male,1,Yes,No,30-10-2018,69,One year,Yes,Credit card (automatic),29.8,2134.3,No,No,No phone service,DSL,No,No,Yes,No,No,No,0,No,0,77.37083,651.29167,4+ Years,0,1,0
9313-CDOGY,Male,0,Yes,Yes,17-05-2021,38,Month-to-month,No,Electronic check,19.6,717.3,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,2.5,85.65833,598.41667,3-4 Years,0,0,0
9313-QOLTZ,Male,0,No,No,12-05-2022,26,Month-to-month,No,Mailed check,20.9,518.3,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,0,69.71667,547.125,2-3 Years,0,0,0
9314-IJWSQ,Female,0,Yes,Yes,07-05-2023,14,Month-to-month,Yes,Electronic check,84.8,1203.9,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,2,Yes,4.5,41.14286,634.92857,1-2 Years,0,1,0
9314-QDMDW,Male,0,No,No,05-08-2023,11,One year,Yes,Electronic check,61.25,729.95,No,Yes,No,DSL,No,Yes,No,No,Yes,No,0,No,0,54.70909,730.36364,0-1 Year,0,2,0
9317-WZPGV,Female,1,No,No,01-05-2024,2,Month-to-month,Yes,Bank transfer (automatic),79.75,159.4,Yes,Yes,No,Fiber optic,No,No,No,No,No,Yes,1,Yes,2,115.65,335,0-1 Year,957,1,1
9318-NKNFC,Male,0,No,No,31-05-2024,1,Month-to-month,Yes,Mailed check,18.85,18.85,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,4.5,77.2,750,0-1 Year,226.2,0,1
9323-HGFWY,Female,0,Yes,No,12-04-2022,27,One year,Yes,Credit card (automatic),101.9,2681.15,No,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,4,Yes,2.75,81.32083,655,2-3 Years,0,4,0
9327-QSDED,Male,0,No,No,03-11-2023,8,Month-to-month,No,Mailed check,43.55,335.4,No,Yes,No,DSL,No,No,No,No,No,No,0,No,0,72.175,582.5,0-1 Year,0,0,0
9330-DHBFL,Female,0,Yes,Yes,10-08-2022,23,One year,Yes,Mailed check,66.25,1533.8,No,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,1,Yes,1,60.72609,576.30435,1-2 Years,0,4,0
9330-IJWIO,Female,0,No,No,06-06-2023,13,Month-to-month,Yes,Electronic check,100.35,1358.85,Yes,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,2,Yes,2,80.22308,563.92308,1-2 Years,1204.2,3,1
9330-VOFSZ,Female,0,Yes,No,27-07-2019,60,Two year,Yes,Credit card (automatic),110.8,6640.7,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,1,Yes,5,62.8875,762.70833,4+ Years,0,5,0
9332-GYWLO,Female,0,Yes,Yes,02-01-2024,6,Month-to-month,No,Electronic check,54.85,355.1,No,Yes,No,DSL,No,No,No,No,Yes,No,2,Yes,3.5,53.55,434.83333,0-1 Year,0,1,0
9334-GWGOW,Male,1,Yes,No,03-12-2023,7,Month-to-month,Yes,Electronic check,74.85,485.25,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,0,No,0,59.88571,614,0-1 Year,0,0,0
9337-SRRNI,Male,0,No,Yes,28-01-2019,66,Two year,Yes,Credit card (automatic),25.3,1673.8,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,3.5,82.65417,595.04167,4+ Years,0,0,0
9339-FIIJL,Male,0,Yes,No,01-08-2018,72,Two year,No,Bank transfer (automatic),85.95,6151.9,No,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,2,Yes,2.5,80.525,641.875,4+ Years,0,5,0
9342-VNIMQ,Male,0,No,No,14-10-2021,33,Month-to-month,Yes,Bank transfer (automatic),54.65,1665.2,No,Yes,Yes,DSL,No,Yes,No,No,No,No,2,Yes,1.5,86.175,557.41667,2-3 Years,0,1,0
9347-AERRL,Male,0,Yes,No,10-08-2022,23,One year,No,Credit card (automatic),19.3,486.2,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,4,67.76087,562.6087,1-2 Years,0,0,0
9348-ROUAI,Female,0,Yes,Yes,26-08-2019,59,Two year,No,Credit card (automatic),90.3,5194.05,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2,Yes,1.5,54.60833,609.45833,4+ Years,0,6,0
9348-YVOMK,Male,0,No,No,02-03-2024,4,Month-to-month,Yes,Credit card (automatic),44.8,176.2,No,Yes,No,DSL,No,No,No,No,No,No,1,Yes,2,98.675,506.25,0-1 Year,0,0,0
9350-VLHMB,Male,0,Yes,Yes,29-12-2018,67,Month-to-month,Yes,Bank transfer (automatic),89.55,6373.1,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,0,No,0,71.55833,691.33333,4+ Years,0,2,0
9350-ZXYJC,Female,0,No,No,02-03-2024,4,Two year,Yes,Credit card (automatic),25.3,116.95,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,4,Yes,2.25,103.9,601.25,0-1 Year,0,0,0
9351-HXDMR,Male,0,Yes,No,01-08-2018,72,Two year,Yes,Credit card (automatic),110.9,8240.85,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,0,No,0,73.43333,524.375,4+ Years,0,5,0
9351-LZYGF,Female,0,Yes,No,17-01-2021,42,Month-to-month,Yes,Credit card (automatic),66.4,2727.8,No,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,1,Yes,4,89.24583,743.875,3-4 Years,0,3,0
9355-NPPFS,Female,1,No,No,12-05-2022,26,Month-to-month,Yes,Electronic check,78.8,2006.1,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,0,No,0,84.98333,543.75,2-3 Years,0,1,0
9356-AXGMP,Male,0,Yes,No,17-05-2021,38,One year,Yes,Electronic check,110.7,4428.6,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,3,Yes,1.6667,71.7,701.5,3-4 Years,0,5,0
9357-UJRUN,Male,0,Yes,No,11-07-2022,24,One year,Yes,Electronic check,58.35,1346.9,No,Yes,Yes,DSL,Yes,No,No,Yes,No,No,1,Yes,3,83.85833,628.625,1-2 Years,0,2,0
9359-JANWS,Female,0,Yes,No,27-02-2019,65,Two year,No,Credit card (automatic),58.9,3857.1,No,Yes,No,DSL,Yes,No,Yes,Yes,No,No,0,No,0,70.93333,518,4+ Years,0,3,0
9359-UGBTK,Female,0,No,No,29-12-2018,67,One year,Yes,Bank transfer (automatic),72.35,4991.5,No,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,1,Yes,1,72.69583,575.125,4+ Years,0,4,0
9360-AHGNL,Female,1,Yes,No,18-12-2020,43,One year,Yes,Mailed check,109.55,4830.25,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,3,Yes,4,91.24583,577.70833,3-4 Years,1314.6,5,1
9360-OMDZZ,Male,0,No,No,11-07-2022,24,Month-to-month,Yes,Electronic check,94.1,2322.85,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,4,Yes,3.5,74.22083,677.95833,1-2 Years,0,2,0
9361-YNQWJ,Female,0,No,No,29-03-2019,64,One year,Yes,Bank transfer (automatic),24.4,1601.2,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,78.64167,586.04167,4+ Years,0,0,0
9362-MWODR,Female,0,No,Yes,18-03-2021,40,Month-to-month,Yes,Credit card (automatic),64.1,2460.35,No,Yes,No,DSL,Yes,No,No,Yes,Yes,No,1,Yes,1,69.83333,578.45833,3-4 Years,0,3,0
9364-YKUVW,Male,0,No,No,07-04-2023,15,Month-to-month,Yes,Mailed check,19.8,309.4,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,0,73.24667,715.53333,1-2 Years,0,0,0
9365-CSLBQ,Male,0,No,Yes,31-08-2018,71,Two year,No,Mailed check,24.35,1654.6,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,2.5,86.8125,621.58333,4+ Years,0,0,0
9365-SRSZE,Male,1,Yes,No,12-04-2022,27,Month-to-month,Yes,Electronic check,70.55,1943.9,No,Yes,No,Fiber optic,No,No,No,No,No,No,0,No,0,72.52917,622.125,2-3 Years,0,0,0
9367-OIUXP,Male,0,No,No,02-03-2024,4,Month-to-month,No,Mailed check,20.7,73.05,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,0,105.675,478,0-1 Year,0,0,0
9367-TCUYN,Female,0,No,No,06-07-2023,12,Month-to-month,No,Mailed check,20.1,223.6,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,66.01667,457.91667,0-1 Year,0,0,0
9367-WXLCH,Male,0,No,No,03-11-2023,8,Month-to-month,No,Bank transfer (automatic),84.5,662.65,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,2,Yes,3.5,82.35,658.625,0-1 Year,1014,1,1
9369-XFEHK,Female,1,Yes,No,14-10-2021,33,Month-to-month,Yes,Bank transfer (automatic),80.6,2656.5,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,2,Yes,2.5,92.00417,613.58333,2-3 Years,967.2,1,1
9371-BITHB,Female,0,Yes,Yes,23-03-2020,52,Two year,No,Mailed check,19.85,1070.5,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,Yes,3.3333,77.5125,696.41667,4+ Years,0,0,0
9372-TXXPS,Female,0,Yes,No,27-07-2019,60,Two year,No,Bank transfer (automatic),59.85,3483.45,No,Yes,No,DSL,Yes,Yes,No,Yes,No,No,0,No,0,81.97083,694.375,4+ Years,0,3,0
9373-WSLOY,Male,1,Yes,No,14-10-2021,33,Month-to-month,Yes,Electronic check,50,1750.85,No,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,0,No,0,74.81667,709.20833,2-3 Years,0,4,0
9374-YOLBJ,Female,0,Yes,Yes,31-05-2024,1,Month-to-month,No,Electronic check,19.25,19.25,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,0,12.5,640,0-1 Year,0,0,0
9375-MHRRS,Male,0,No,No,02-01-2024,6,Month-to-month,No,Mailed check,50.05,288.35,No,Yes,No,DSL,No,No,No,Yes,No,No,1,Yes,1,96.05,807.16667,0-1 Year,0,1,0
9378-FXTIZ,Female,0,Yes,No,23-01-2020,54,One year,Yes,Credit card (automatic),70.15,3715.65,Yes,Yes,Yes,DSL,No,No,No,No,Yes,Yes,2,Yes,4.5,61.65833,576.95833,4+ Years,841.8,2,1
9381-NDKME,Female,1,Yes,No,11-07-2022,24,Month-to-month,Yes,Credit card (automatic),40.65,933.3,Yes,No,No phone service,DSL,No,No,Yes,No,No,Yes,3,Yes,4.3333,66.575,670.33333,1-2 Years,487.8,2,1
9385-EHGDO,Female,0,Yes,Yes,15-08-2021,35,Two year,Yes,Mailed check,19.85,739.35,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,2.5,93.06667,487.25,2-3 Years,0,0,0
9385-NXKDA,Female,0,Yes,No,01-08-2018,72,Two year,Yes,Credit card (automatic),82.65,5919.35,No,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,0,No,0,81.40833,787.75,4+ Years,0,5,0
9386-LDCZR,Male,0,No,No,18-12-2020,43,One year,Yes,Credit card (automatic),90.65,3882.3,No,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,0,No,0,74.90417,802.625,3-4 Years,0,4,0
9388-ZEYVT,Male,0,No,No,18-12-2020,43,One year,No,Electronic check,44.15,1931.3,No,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,2,Yes,4.5,59.33333,641.79167,3-4 Years,0,3,0
9389-ACWBI,Female,0,Yes,Yes,01-02-2024,5,Month-to-month,No,Credit card (automatic),69.95,320.4,No,Yes,No,Fiber optic,No,No,No,No,No,No,3,Yes,2.3333,79.8,1066,0-1 Year,0,0,0
9391-DXGGG,Female,1,No,No,18-11-2020,44,One year,No,Credit card (automatic),89.15,3990.75,No,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,3,Yes,2.3333,84.7125,649.58333,3-4 Years,0,3,0
9391-EOYLI,Male,1,Yes,No,06-07-2023,12,Month-to-month,Yes,Electronic check,80.45,950.2,Yes,Yes,No,Fiber optic,No,No,No,No,No,Yes,1,Yes,5,80.23333,583,0-1 Year,965.4,1,1
9391-LMANN,Male,0,No,Yes,22-02-2020,53,One year,No,Electronic check,95.95,5036.9,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,1,Yes,4,89.01667,644.91667,4+ Years,0,4,0
9391-TTOYH,Female,0,No,No,10-08-2022,23,Month-to-month,Yes,Mailed check,19.5,470.2,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,0,62.66957,751.91304,1-2 Years,0,0,0
9391-YZEJW,Female,0,No,No,28-05-2019,62,One year,Yes,Bank transfer (automatic),94,5757.2,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,2,Yes,3,72.75,551.375,4+ Years,0,2,0
9392-XBGTD,Male,0,No,Yes,12-04-2022,27,Two year,No,Mailed check,20.6,581.85,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,1.5,69.55833,614.83333,2-3 Years,0,0,0
9396-ZSFLL,Female,0,No,No,07-04-2023,15,Month-to-month,No,Mailed check,48.85,631.4,No,Yes,Yes,DSL,No,No,No,No,No,No,1,Yes,3,76.26,607.33333,1-2 Years,0,0,0
9397-TZSHA,Female,0,No,No,30-10-2018,69,Two year,No,Credit card (automatic),24.6,1678.05,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,0,65.56667,613.125,4+ Years,0,0,0
9398-MMQTO,Male,0,No,No,01-04-2024,3,Month-to-month,No,Credit card (automatic),74.45,221.1,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,0,No,0,87.26667,721,0-1 Year,0,1,0
9399-APLBT,Female,0,Yes,Yes,31-05-2024,1,Month-to-month,Yes,Electronic check,74.7,74.7,Yes,Yes,No,Fiber optic,No,Yes,No,No,No,No,2,Yes,4.5,90.1,650,0-1 Year,896.4,1,1
9402-CXWPL,Female,0,No,No,30-09-2018,70,One year,No,Electronic check,98.9,6838.6,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,0,No,0,64.32083,678.79167,4+ Years,0,3,0
9402-ORRAH,Female,1,No,No,07-04-2023,15,Month-to-month,Yes,Electronic check,91.5,1400.3,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,0,No,0,60.21333,713.33333,1-2 Years,0,2,0
9402-ROUMJ,Female,0,Yes,Yes,29-12-2018,67,One year,Yes,Bank transfer (automatic),100.25,6689,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,2,Yes,3.5,82.90833,607.75,4+ Years,0,4,0
9405-GPBBG,Female,0,No,No,29-03-2019,64,Two year,Yes,Credit card (automatic),110.5,7069.25,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,2,Yes,4,82.1125,615.41667,4+ Years,0,5,0
9408-HRXRK,Female,0,Yes,Yes,19-10-2020,45,Month-to-month,Yes,Electronic check,105.15,4730.9,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,2,Yes,3,76.8375,707.54167,3-4 Years,0,4,0
9408-SSNVZ,Female,0,No,No,02-03-2024,4,Month-to-month,Yes,Electronic check,70.15,268.35,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,3,Yes,2.3333,87.875,497.5,0-1 Year,841.8,0,1
9411-TPQQV,Female,0,No,No,18-03-2021,40,One year,Yes,Bank transfer (automatic),54.55,2236.2,No,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,1,Yes,5,79.88333,661.125,3-4 Years,0,4,0
9412-ARGBX,Female,0,No,Yes,21-07-2020,48,Two year,Yes,Mailed check,95.5,4627.85,Yes,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,1,Yes,5,54.90833,654.08333,3-4 Years,1146,4,1
9412-GHEEC,Male,0,No,No,18-03-2021,40,Month-to-month,No,Bank transfer (automatic),104.8,4131.95,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,1,Yes,1,85.62917,700.33333,3-4 Years,1257.6,4,1
9415-DPEWS,Female,0,No,No,07-01-2023,18,Month-to-month,Yes,Electronic check,88.35,1639.3,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,1,Yes,1,82.89444,630.05556,1-2 Years,1060.2,2,1
9415-TPKRV,Female,0,Yes,Yes,03-11-2023,8,Month-to-month,No,Electronic check,55.75,446.8,No,Yes,Yes,DSL,No,Yes,No,No,No,No,0,No,0,88.2,532.5,0-1 Year,0,1,0
9415-ZNBSX,Female,0,Yes,Yes,30-09-2018,70,Two year,Yes,Bank transfer (automatic),89,6293.2,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,1,Yes,3,69.92083,577.625,4+ Years,0,6,0
9418-RUKPH,Female,0,Yes,Yes,17-05-2021,38,Two year,Yes,Mailed check,19.95,756.4,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,0,78.27083,711.41667,3-4 Years,0,0,0
9419-IPPBE,Female,0,Yes,Yes,22-04-2020,51,One year,Yes,Electronic check,90.15,4554.85,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,1,Yes,1,66.975,697.25,4+ Years,0,2,0
9420-LOJKX,Female,0,No,No,07-04-2023,15,Month-to-month,Yes,Credit card (automatic),99.1,1426.4,Yes,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,1,Yes,4,63.32667,632.26667,1-2 Years,1189.2,4,1
9424-CMPOG,Male,0,Yes,Yes,04-10-2023,9,Two year,No,Mailed check,19.6,197.4,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,4.5,72.06667,578,0-1 Year,0,0,0
9426-SXNHE,Female,0,No,No,01-05-2024,2,Month-to-month,No,Bank transfer (automatic),18.75,53.15,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,3,111.1,678.5,0-1 Year,0,0,0
9430-FRQOC,Female,0,No,Yes,02-03-2024,4,Month-to-month,Yes,Mailed check,87.1,341.45,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,4,Yes,4.25,60.775,344.25,0-1 Year,1045.2,2,1
9430-NKQLY,Male,0,Yes,Yes,01-08-2018,72,Two year,Yes,Credit card (automatic),25.1,1790.8,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,3,69.35,632.875,4+ Years,0,0,0
9432-RUVSL,Female,0,No,No,21-07-2020,48,Two year,Yes,Credit card (automatic),102.5,4904.25,No,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,4,Yes,5,69.2875,704.29167,3-4 Years,0,5,0
9432-VOFYX,Male,0,No,No,06-02-2023,17,Month-to-month,Yes,Electronic check,70.8,1207,No,Yes,No,Fiber optic,No,No,No,No,No,No,3,Yes,3.6667,86.95882,487.88235,1-2 Years,0,0,0
9435-JMLSX,Male,0,Yes,No,31-08-2018,71,Two year,Yes,Bank transfer (automatic),86.1,6045.9,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,1,Yes,4,65.6125,617.29167,4+ Years,0,6,0
9436-ZBZCT,Male,0,No,No,07-05-2023,14,Month-to-month,Yes,Electronic check,89.95,1178.4,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,1,Yes,5,71.07857,618.5,1-2 Years,1079.4,2,1
9441-QHEVC,Male,0,No,No,31-05-2024,1,Month-to-month,No,Mailed check,19.1,19.1,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,3,126.1,683,0-1 Year,0,0,0
9442-JTWDL,Female,0,No,No,05-08-2023,11,One year,No,Credit card (automatic),20.05,237.7,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,4,74.33636,666.45455,0-1 Year,0,0,0
9443-JUBUO,Male,0,Yes,Yes,01-08-2018,72,Two year,Yes,Credit card (automatic),65.25,4478.85,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,1,Yes,5,79.0125,694.08333,4+ Years,0,6,0
9444-JTXHZ,Male,0,Yes,No,31-05-2024,1,Month-to-month,No,Electronic check,76.2,76.2,Yes,Yes,No,Fiber optic,No,No,Yes,No,No,No,2,Yes,1,141.7,906,0-1 Year,914.4,1,1
9445-SZLCH,Female,0,Yes,Yes,16-07-2021,36,Month-to-month,Yes,Bank transfer (automatic),97.35,3457.9,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,2,Yes,4,85.08333,766.41667,2-3 Years,1168.2,3,1
9445-ZUEQE,Male,0,Yes,Yes,12-04-2022,27,Month-to-month,Yes,Credit card (automatic),85.2,2151.6,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,1,Yes,3,87.72917,648.875,2-3 Years,0,2,0
9447-YPTBX,Female,0,Yes,No,22-05-2020,50,One year,Yes,Bank transfer (automatic),19.85,943.1,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,4,Yes,3,77.56667,757.45833,4+ Years,0,0,0
9448-REEVD,Male,0,Yes,No,31-05-2024,1,Month-to-month,No,Credit card (automatic),44.7,44.7,Yes,Yes,No,DSL,No,No,No,No,No,No,3,Yes,3,59.1,774,0-1 Year,536.4,0,1
9450-TRJUU,Male,0,No,No,15-08-2021,35,Month-to-month,No,Electronic check,83.15,2848.45,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,0,No,0,67.9375,764.70833,2-3 Years,0,1,0
9451-LPGOO,Male,0,No,No,03-12-2023,7,Month-to-month,Yes,Electronic check,86.8,620.35,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,2,Yes,2.5,82.71429,603.28571,0-1 Year,1041.6,1,1
9451-WLYRI,Female,0,Yes,No,22-02-2020,53,One year,No,Credit card (automatic),19.05,990.45,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,5,91.82917,577.41667,4+ Years,0,0,0
9453-PATOS,Female,0,Yes,No,01-08-2018,72,Two year,No,Mailed check,85.1,6155.4,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0,No,0,71.07917,731.66667,4+ Years,0,6,0
9462-MJUAW,Male,0,No,No,02-03-2024,4,Month-to-month,No,Mailed check,50.4,206.6,Yes,Yes,Yes,DSL,No,No,No,No,No,No,1,Yes,2,99.725,726.5,0-1 Year,604.8,0,1
9465-RWMXL,Male,0,Yes,No,13-11-2021,32,Month-to-month,Yes,Electronic check,78.9,2447.95,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,3,Yes,2.3333,63.575,569.875,2-3 Years,946.8,1,1
9467-ROOLM,Female,0,No,No,11-06-2022,25,Month-to-month,No,Mailed check,19.05,461.3,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,Yes,2,89.2125,570.66667,2-3 Years,0,0,0
9469-WEJBT,Male,0,Yes,No,16-06-2021,37,Month-to-month,Yes,Electronic check,90.35,3419.3,No,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,0,No,0,59.7875,540.25,3-4 Years,0,3,0
9470-RTWDV,Male,0,Yes,Yes,12-05-2022,26,One year,Yes,Credit card (automatic),82,2083.1,No,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,0,No,0,84.64583,572.16667,2-3 Years,0,4,0
9470-XCCEM,Male,0,Yes,Yes,15-08-2021,35,Month-to-month,Yes,Bank transfer (automatic),89.65,3161.6,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,2,Yes,4.5,67.95,670,2-3 Years,0,2,0
9470-YFUYI,Male,1,Yes,No,31-08-2018,71,One year,Yes,Bank transfer (automatic),71,5012.1,No,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,0,No,0,79.73333,500.5,4+ Years,0,4,0
9473-CBZOP,Female,0,No,No,13-03-2022,28,One year,No,Mailed check,59,1654.45,No,Yes,Yes,DSL,Yes,No,Yes,No,No,No,3,Yes,3.3333,81.29583,681.875,2-3 Years,0,2,0
